
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
60.8552 24.3421 21.2993 0.00797635 0.00485885 38.2018 
CV Recruit
0.801007 
Alternative 1 Alternative  Stock: Model_1_goa_dr_2020.dat
Catch Model_1_goa_dr_2020.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2020  0 4.36227 4.66772 2.1975 2.1975 2.1975 2.1975 1.19904e-14 
2021  0 4.36227 4.66772 2.99749 2.99749 2.99749 2.99749 1.10535e-11 
2022  0 4.36227 4.66772 4.72457 4.72457 4.72457 4.72457 5.46734e-10 
2023  0 4.36227 4.66772 4.33675 4.33675 4.33675 4.33675 2.2491e-09 
2024  0 4.36227 4.66772 6.24189 6.24728 6.24904 6.26202 0.00704586 
2025  0 4.36227 4.66772 5.61047 5.63047 5.6366 5.68414 0.0255276 
2026  0 4.36227 4.66772 5.03771 5.10303 5.12206 5.27125 0.0810378 
2027  0 4.36227 4.66772 4.54676 4.71265 4.76193 5.12386 0.201746 
2028  0 4.36227 4.66772 4.09015 4.47756 4.55549 5.22985 0.377713 
2029  0 4.36227 4.66772 3.58006 4.35315 4.39767 5.40559 0.591721 
2030  0 4.36227 4.66772 3.22963 4.2739 4.29901 5.54068 0.743364 
2031  0 4.36227 4.66772 3.00387 4.23176 4.24572 5.63989 0.833375 
2032  0 4.36227 4.66772 2.87383 4.19428 4.22013 5.70606 0.885586 
2033  0 4.36227 4.66772 2.81691 4.21968 4.21613 5.75108 0.920272 

Spawning_Biomass Model_1_goa_dr_2020.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2020 60.8552 24.3421 21.2993 37.5942 37.5942 37.5942 37.5942 1.27898e-13 
2021 60.8552 24.3421 21.2993 38.5323 38.539 38.5419 38.5616 0.0101767 
2022 60.8552 24.3421 21.2993 38.3376 38.363 38.3714 38.4318 0.0329694 
2023 60.8552 24.3421 21.2993 36.7601 36.8311 36.853 37.0093 0.0873763 
2024 60.8552 24.3421 21.2993 34.5822 34.7525 34.8017 35.1569 0.203392 
2025 60.8552 24.3421 21.2993 31.4093 31.769 31.8759 32.645 0.425294 
2026 60.8552 24.3421 21.2993 28.4733 29.1768 29.3661 30.7893 0.799717 
2027 60.8552 24.3421 21.2993 25.9373 27.1423 27.4458 29.8649 1.33662 
