"sigr","q_srv1","q_srv2","F40","natmort","spawn_biom_proj","ABC","obj_fun","tot_biom_1977","tot_biom_1978","tot_biom_1979","tot_biom_1980","tot_biom_1981","tot_biom_1982","tot_biom_1983","tot_biom_1984","tot_biom_1985","tot_biom_1986","tot_biom_1987","tot_biom_1988","tot_biom_1989","tot_biom_1990","tot_biom_1991","tot_biom_1992","tot_biom_1993","tot_biom_1994","tot_biom_1995","tot_biom_1996","tot_biom_1997","tot_biom_1998","tot_biom_1999","tot_biom_2000","tot_biom_2001","tot_biom_2002","tot_biom_2003","tot_biom_2004","tot_biom_2005","tot_biom_2006","tot_biom_2007","tot_biom_2008","tot_biom_2009","tot_biom_2010","tot_biom_2011","tot_biom_2012","tot_biom_2013","tot_biom_2014","tot_biom_2015","tot_biom_2016","tot_biom_2017","tot_biom_2018","tot_biom_2019","tot_biom_2020","log_rec_dev_1954","log_rec_dev_1955","log_rec_dev_1956","log_rec_dev_1957","log_rec_dev_1958","log_rec_dev_1959","log_rec_dev_1960","log_rec_dev_1961","log_rec_dev_1962","log_rec_dev_1963","log_rec_dev_1964","log_rec_dev_1965","log_rec_dev_1966","log_rec_dev_1967","log_rec_dev_1968","log_rec_dev_1969","log_rec_dev_1970","log_rec_dev_1971","log_rec_dev_1972","log_rec_dev_1973","log_rec_dev_1974","log_rec_dev_1975","log_rec_dev_1976","log_rec_dev_1977","log_rec_dev_1978","log_rec_dev_1979","log_rec_dev_1980","log_rec_dev_1981","log_rec_dev_1982","log_rec_dev_1983","log_rec_dev_1984","log_rec_dev_1985","log_rec_dev_1986","log_rec_dev_1987","log_rec_dev_1988","log_rec_dev_1989","log_rec_dev_1990","log_rec_dev_1991","log_rec_dev_1992","log_rec_dev_1993","log_rec_dev_1994","log_rec_dev_1995","log_rec_dev_1996","log_rec_dev_1997","log_rec_dev_1998","log_rec_dev_1999","log_rec_dev_2000","log_rec_dev_2001","log_rec_dev_2002","log_rec_dev_2003","log_rec_dev_2004","log_rec_dev_2005","log_rec_dev_2006","log_rec_dev_2007","log_rec_dev_2008","log_rec_dev_2009","log_rec_dev_2010","log_rec_dev_2011","log_rec_dev_2012","log_rec_dev_2013","log_rec_dev_2014","log_rec_dev_2015","log_rec_dev_2016","log_rec_dev_2017","log_rec_dev_2018","log_rec_dev_2019","log_rec_dev_2020","spawn_biom_1977","spawn_biom_1978","spawn_biom_1979","spawn_biom_1980","spawn_biom_1981","spawn_biom_1982","spawn_biom_1983","spawn_biom_1984","spawn_biom_1985","spawn_biom_1986","spawn_biom_1987","spawn_biom_1988","spawn_biom_1989","spawn_biom_1990","spawn_biom_1991","spawn_biom_1992","spawn_biom_1993","spawn_biom_1994","spawn_biom_1995","spawn_biom_1996","spawn_biom_1997","spawn_biom_1998","spawn_biom_1999","spawn_biom_2000","spawn_biom_2001","spawn_biom_2002","spawn_biom_2003","spawn_biom_2004","spawn_biom_2005","spawn_biom_2006","spawn_biom_2007","spawn_biom_2008","spawn_biom_2009","spawn_biom_2010","spawn_biom_2011","spawn_biom_2012","spawn_biom_2013","spawn_biom_2014","spawn_biom_2015","spawn_biom_2016","spawn_biom_2017","spawn_biom_2018","spawn_biom_2019","spawn_biom_2020","log_mean_rec","spawn_biom_proj_2021","spawn_biom_proj_2022","spawn_biom_proj_2023","spawn_biom_proj_2024","spawn_biom_proj_2025","spawn_biom_proj_2026","spawn_biom_proj_2027","spawn_biom_proj_2028","spawn_biom_proj_2029","spawn_biom_proj_2030","spawn_biom_proj_2031","spawn_biom_proj_2032","spawn_biom_proj_2033","spawn_biom_proj_2034","spawn_biom_proj_2035","pred_catch_proj_2021","pred_catch_proj_2022","pred_catch_proj_2023","pred_catch_proj_2024","pred_catch_proj_2025","pred_catch_proj_2026","pred_catch_proj_2027","pred_catch_proj_2028","pred_catch_proj_2029","pred_catch_proj_2030","pred_catch_proj_2031","pred_catch_proj_2032","pred_catch_proj_2033","pred_catch_proj_2034","pred_catch_proj_2035","rec_proj_2021","rec_proj_2022","rec_proj_2023","rec_proj_2024","rec_proj_2025","rec_proj_2026","rec_proj_2027","rec_proj_2028","rec_proj_2029","rec_proj_2030","tot_biom_proj_2020"
1.57552,0.710645,1,0.105756,0.07,44253.7,9297.44,488.279,26889.1,26865,26990.7,28068.6,29846,31240.9,32541.9,35773.8,37306.5,39890.5,42170.5,45311.9,45885.4,49920,53747,59415.2,61509.9,63690.8,65894.2,70353.4,73101.8,76749.3,81614.3,83325.2,85802.6,90271.1,93235.8,96074.7,99087.5,101127,101895,101408,100978,101079,102270,105115,106349,112761,114964,116596,118064,119270,118621,117099,0.348157,-0.749934,-0.754579,-1.20823,-1.62906,-2.92493,-4.99966,-1.64577,-2.11225,0.236043,-1.75349,-2.75576,-4.60519,-1.67119,-4.61346,-1.64549,-1.71111,-0.671102,-0.530881,0.631879,-0.259194,-0.980142,0.20175,-1.66095,0.0144011,-0.218838,1.05106,1.27502,0.241857,-0.215776,1.6662,-2.3806,0.338697,0.204139,1.23468,0.652276,2.13565,1.5165,1.51571,-0.909505,1.09123,0.904942,2.22239,-0.474746,1.41778,2.02321,0.573414,1.4742,1.8476,1.00312,1.19311,1.40021,0.465397,0.592581,0.979831,1.06997,1.41964,1.69524,1.87506,1.34831,2.57446,-0.484014,-1.461,1.07074,1.06968,-0.474741,-2.16222,10357.4,10110.6,10080.3,10099.6,10042.5,10001.2,10058.9,10187.7,10453.4,11389.5,12567.9,13915.5,14355,14852.7,15265.4,16204,16386.2,16722.9,17744,18909.1,20762.4,22631.4,24088.7,24788.3,25524.9,26864.3,28268.1,29813.6,31485.5,33341.7,34890.8,35869.5,36763.4,37412.6,37814.1,38124,37659.9,37387.9,37046.3,37465.8,38394.4,40015.2,41883.7,43955.1,0.89177,44253.7,43214.7,41418.9,39175.2,36713.2,34252.4,31938.1,29957.9,28482.8,27687.5,27702.5,28465.3,29622.6,30643.1,31257.2,9297.44,9017.41,8517.53,7995.54,7457.51,6888.1,6359.67,5909.38,5521.46,5249.72,5207.61,5519.8,6029.31,6358.32,6463.57,7.46997,1.46265,3.36471,5.16918,1.8117,34.2761,10.7946,4.63084,10.7298,10.4202,115250
1.50825,0.600987,1,0.0986981,0.07,55363.5,10600.2,491.224,27436.4,28448.2,29234.4,30677.8,34429.6,37196.8,39441,43024.7,44600.5,47588.1,49837,52908.9,54446.9,56135.1,59933.9,65018.9,67010.3,69722.1,72629,77058.8,79790.2,83299.5,88309.5,90171.3,93499.5,98960.2,102902,106743,110156,112981,114306,114498,114311,113996,115596,120090,121708,131886,135941,139465,142291,142894,141425,138809,-0.588549,-1.57239,-1.26716,-0.681334,-2.02552,-3.16052,-3.49438,-1.32755,-2.88393,0.396146,-1.33333,-1.87727,-4.21065,-2.22257,-4.50266,-1.9206,-0.86406,-0.0306337,-0.620296,0.271931,-0.885314,-0.113153,0.404576,-2.36402,1.07991,-0.143638,1.03142,1.73646,0.299441,-0.233239,1.46709,-1.74219,0.607614,-0.0219963,1.17889,0.823807,2.02651,1.57818,1.6343,-0.872477,1.32477,1.00038,2.00583,-0.156087,1.49587,2.16021,0.669116,1.65454,2.02215,0.936283,1.46069,1.09269,0.966966,0.813501,1.01193,1.1096,1.3414,1.82175,2.23367,1.21733,2.91374,-0.956537,-0.799385,0.846641,-1.28986,-1.44312,-2.36272,10655.6,10468.8,10480,10424.5,10627.3,10928.2,11344.3,11978.9,12690.4,14229.1,15917.3,17678.8,18745.3,18445.3,18832.6,19383.7,19468.5,19862.3,21084.9,22527.7,24488.7,26364,27727,28420.4,29280.9,30598.3,32172.6,33795.3,35818.7,38052.4,40002.1,41509.3,42706.7,43388.7,43955.2,44414.8,43953.9,44032,43958.9,44884,46620.2,49106.7,51860.4,54701.8,0.914793,55363.5,53939.5,51331.6,48020.2,44546.6,41298.5,38559.2,36463.1,34980.8,33998,33312.4,32737.7,32182.7,31726.5,31506,10600.2,10397.7,9814.07,9073.12,8290.24,7555.59,6962.63,6543.95,6269.22,6118.32,6064.85,6031,5902.96,5724.61,5636.69,9.18909,2.95111,11.1683,3.7348,18.3182,4.91029,1.90473,4.47468,11.1712,15.2904,136306
1.33808,0.519355,1,0.0893944,0.07,60384,10453.3,494.153,29812.3,29662.9,29959.9,31503.4,33232.4,35674.4,37785.7,41825.9,44044.2,46609,49416,52116.8,54303.9,58659.6,62314,66982.7,68992.7,71748.1,74959.7,80171.9,83295,88648.4,95581.7,98186.1,102007,108510,112660,116798,121210,124506,126128,126824,127010,126970,129028,133688,136245,144655,148240,151503,153224,153440,150829,147110,0.00471379,-1.42409,-1.53384,-0.109425,-1.51627,-2.15126,-2.29726,-1.62341,-2.51818,-0.220071,-0.707604,-1.67181,-4.29556,-2.38209,-3.41913,-2.99407,0.332014,-0.641809,-1.18652,0.285311,-0.793844,-0.596858,0.165501,-2.44794,0.529938,-0.0661428,1.06852,0.943207,0.956225,0.246207,1.62482,-0.825316,-0.816581,0.628674,0.655056,1.27326,1.99858,1.74636,1.27418,-0.311662,0.978105,1.27125,2.11953,-0.777545,1.84528,2.20002,0.487343,1.61845,2.00026,0.93896,1.43094,1.46652,0.833424,0.629875,1.08967,1.23517,1.13059,1.9666,2.17757,1.57532,2.60568,-0.64115,-0.0774472,0.705824,-1.18544,-2.34497,-1.75415,11984.1,11620.1,11568.6,11598.7,11530.8,11621.1,11826.8,12213.6,12743.2,13976.5,15502.4,17195.7,18326.8,19190.2,19218.4,19647.8,19608.5,20263.2,21685.1,23413.7,25703.2,27890.2,29536.5,30208.3,31106.8,32943.2,34903.2,37084.9,39679.5,42409.6,44749.3,46591.7,47972.6,49009.6,49647,50158.1,49685.7,49622.7,49681,50852.4,52590.7,55348.7,57900,60275.8,0.987027,60384,58425.4,55327.9,51595.4,47696.3,44040.8,40842.9,38292.1,36483,35562.1,35592,36338.9,37256.8,37875.4,38071.9,10453.3,10138.5,9536.94,8822,8069.36,7354.93,6757.7,6286.77,5897.31,5622.32,5571.91,5822.62,6182.63,6367.08,6382.24,7.76071,3.31574,3.20471,5.0203,7.19244,34.9976,3.26534,11.874,4.84839,8.64687,143682
1.36841,0.695805,1,0.0684389,0.07,48806.2,6427.78,486.609,22109.1,22106.7,22211.5,23817.8,25661.1,27893.6,29581.2,32969.1,35159.9,37678.6,39865.6,42792.5,44929.9,47618.4,51890.4,56386.2,58147.9,60748.1,63230.3,67928.6,71133.4,75117.5,80943.4,82649.8,85486.7,90595.4,93024.1,96267.8,100007,102938,103855,103726,103736,103155,103498,106071,107811,115830,119988,123859,125260,125661,124437,121585,-0.445316,-1.37528,-0.777635,-0.28753,-1.15776,-1.13359,-1.82056,-2.19758,-2.69087,-0.527064,-1.87705,-1.27348,-4.48929,-2.20583,-3.31117,-2.79255,-0.318346,-0.170994,-2.51231,0.297578,-0.182354,-1.68211,-0.0556452,-1.68097,0.387192,-0.311498,1.59126,0.915398,0.911244,-0.304487,1.64766,-0.503669,0.329712,0.00766604,1.29393,1.07511,2.10877,1.69531,1.67827,-0.839374,1.37815,1.02463,2.30086,-0.500726,1.70947,2.32201,0.521803,1.70323,2.02496,1.02356,1.37452,1.60625,1.17125,0.583862,0.823419,1.33455,1.18967,1.87229,2.02561,1.78778,2.93858,0.140651,-0.141773,0.331554,-2.80184,-0.555295,-1.33396,8856.64,8648.03,8604.88,8437.02,8403.35,8413.51,8510.12,8835.62,9477.18,10627.1,12062.3,13566.3,14686,14835.6,15455.1,15813.5,15763.2,16145.1,17282.7,18694,20862.2,22780.2,24270,24759,25415.7,26905.8,28110.8,29933.1,32103.2,34335.3,36063.6,37403.1,38523.2,39203.1,39385.5,39730.8,39280.1,38812.3,38657.6,39430.9,40352,42512.4,45161.5,47791.9,0.750621,48806.2,48746.7,47274.9,44952,42342.1,39913.1,38012.4,36778.3,36087.9,35598.3,35264.5,35438.7,36697.8,39439.2,43334.1,6427.78,6496.69,6279.7,5913.12,5496.15,5095.06,4775.01,4602.19,4568.96,4556.09,4468.99,4345.96,4320.82,4566.88,5194.01,2.55819,14.1824,13.0756,3.55341,2.57426,2.1469,7.19749,13.5959,60.6022,12.4731,118207
1.37274,0.771571,1,0.0793718,0.07,37099.5,5677.83,491.464,23969.6,24013.8,24128.1,25589.9,26446.8,28822.5,30304.4,32201.1,34246,36399.9,38161.7,41220.4,42638.2,43875.7,48563.7,52894,54330.7,56355,58333.2,61610.1,64038.9,66409.6,71259.2,72139.5,74252,78090.6,80386.3,82337.8,85848.6,87918.9,88621.7,88303.5,87312.2,86396.5,87520.2,89613.7,91128.4,95719.6,97754,99472.2,99045.3,98232.5,96120.3,92869.6,-0.75345,-1.81856,-1.00073,-1.13519,-0.916707,-0.948372,-2.54374,-2.6496,-2.53314,-1.31367,-0.537871,-1.75654,-3.98723,-1.40932,-2.65087,-2.00144,-0.535697,-0.161323,-2.29342,0.653585,0.607194,-1.56203,-1.02851,-1.06804,0.0364051,-0.340068,1.57137,0.0462241,1.33082,-0.0723048,1.21387,-0.271777,0.43071,-0.660411,1.45182,0.727581,1.98868,1.66875,1.4775,-0.087108,1.19445,0.726091,2.08783,-0.10567,1.23656,2.23327,0.486492,1.50085,1.69995,1.508,0.909078,1.56954,0.377091,0.560145,0.842169,1.23806,0.833696,1.94157,1.76238,1.61736,2.46373,-1.4999,-0.411209,-0.502944,-1.99393,-0.869555,-2.03858,8935.91,8861.55,8986.55,8964.57,8958.7,9030.5,8987.38,8826.49,9355.41,10239.4,11489,12890.5,13748.1,13343.7,14139.4,14579.7,14337.9,14493.1,15417.7,16406.4,18203.8,19788.9,21131.9,21380.4,21800.6,22908.2,23571.2,24641.4,26348.9,28165.6,29641,30731,31298,31877.4,32218.7,32453.2,31996.2,31299.7,31045.7,31472.7,32001.4,33508.9,35200.4,36750,0.779854,37099.5,36512.4,35062.6,33085,30994.2,29144.8,27800.2,27037.3,26868.3,27211.8,27935.5,28903.3,30039.8,31164.5,32010.5,5677.83,5644.7,5389.42,5022.87,4634.58,4286.74,4034.42,3898.01,3855.09,3909.5,4042.28,4178.24,4355.21,4598.05,4794.49,9.52662,4.25942,2.51873,21.7335,0.968402,3.00912,26.8388,2.8053,12.1259,7.47143,90898.6
1.4425,0.908631,1,0.0899823,0.07,36056,6172.68,481.275,21047.9,21068.7,21093.5,22435.5,23657,26104.7,27587.3,29319.2,31555.4,34088.5,36044.1,38940.7,39286.9,42528.3,47439.5,52009.5,53570.2,55806,57742.8,60894.7,63035.1,65613.6,68970.3,69293.5,70755,73350.1,74857.9,76798.6,79873.6,81721.4,82318.7,82213.8,81972,82283.1,83608.6,85579.9,86215.3,92206.3,95020.3,98040.9,99829.2,100186,99109.2,96671.1,-1.55456,-2.84556,-2.42396,-0.568112,-0.818654,-0.443332,-2.41809,-3.5929,-2.62995,-1.54826,-0.687878,-2.06601,-4.18653,-1.67502,-2.59733,-1.33096,-1.4509,-0.948549,-1.79805,-0.445467,-0.493982,-0.440787,-0.236789,-1.91115,0.6636,-0.532188,1.41746,-0.000163733,1.34523,-0.543809,0.979551,-0.0464992,0.595333,-0.539417,1.24237,0.744911,1.83236,1.75664,1.56935,-0.439982,1.10709,0.622482,1.89863,-0.20696,1.38557,1.89897,0.61034,1.45883,1.50842,1.22764,0.957201,1.49162,0.136357,0.756192,1.03622,1.07457,1.36852,1.65383,1.60229,1.32711,2.60816,-0.319394,0.646866,0.765788,-1.29217,-1.19878,-1.69046,8710.4,8240.71,7952.45,7565.03,7462.57,7399.79,7412.41,7394.24,8101.48,9121.54,10360.4,11692.6,12015.2,12620,13472.6,13945.1,13785.7,13998.6,14789.2,15759.9,17414.1,19012.4,20227.6,20503.8,20803.1,21496.6,21949.6,22936.4,24322.7,25871.1,26987.1,27761,28389.4,28904.5,29283.2,29541.1,29075.9,28907.1,28997.7,29690.8,30574.6,31988.7,33614.5,35212.4,0.832865,36056,36233.4,35848,35196.9,34799.7,35126.9,36397.1,38281.7,40159.6,41520.5,42298.6,42668.8,42778.6,42605.8,42016.7,6172.68,6306.6,6180.47,5903.61,5591.66,5405.72,5574.61,6142.03,6744.68,7076.51,7150.03,7121.68,7143.88,7216.72,7194.58,48.9573,12.6023,14.1031,5.44275,6.22691,9.88161,24.1067,3.66614,8.34685,4.42221,103653
1.4576,0.952745,1,0.0632038,0.07,30824.7,4012.45,488.444,20836.1,20381.9,20254.7,20829.1,22041.3,23982.2,25318.5,27613.4,29350.2,31893.4,33705.7,36721.3,37282.2,39533.2,44420.9,48830.8,50516.6,53149.6,54675.8,57998.7,59642.2,61971.8,64969.5,65608.4,67594.1,69678,71195,73595.8,76170.1,77663.6,78394.9,78056.6,77227.6,76430,77155.6,78692.8,77964,83704.3,86317.3,88226.5,88520.1,88489.3,87021.2,83852.4,-1.53167,-3.07556,-1.8102,0.154238,-0.495209,-0.941191,-2.07208,-2.62559,-1.36133,-1.0413,-0.129337,-1.82376,-3.47593,-1.18552,-2.14988,-0.807015,-1.34315,-0.523909,-1.29938,-0.477063,-1.2107,-0.939077,-0.127368,-1.4505,0.368169,-0.151297,1.10478,0.77045,1.22028,0.0160912,1.16487,-0.853072,0.94583,-1.10386,1.45747,0.639396,2.06591,1.74985,1.37715,0.0690711,1.36383,0.44594,1.98461,-0.486872,1.49309,1.93609,0.827616,1.66913,1.42258,1.5791,0.977113,1.27108,0.31489,0.554357,1.16898,0.980457,1.08363,1.75931,1.68684,1.52056,2.66801,-0.480648,0.0252958,-0.396294,-1.07127,-0.668424,-1.98133,8748.19,8258.34,7953.51,7534.3,7350.22,7170.78,7014.51,7077.31,7468.02,8227.08,9264.22,10458.9,10866.6,10860.8,11695.6,12292.1,12202,12511.1,13163.6,14248.8,15779.1,17317.5,18463.9,18822.7,19189.8,19673.6,19867.8,20909.2,22190.9,23622.8,25011.3,25856.6,26492.8,26931.1,27238.9,27386.1,26148.3,25759.4,25524.8,25601.4,25914.3,27151.5,28642.3,30034.4,0.713846,30824.7,31565.4,31304.2,30277.3,28821.7,27224.4,25754.2,24682.3,24120.8,24109.4,24616.5,25516.5,26648.8,27920.4,29251.4,4012.45,4114.89,4008.41,3795.94,3546.08,3295.16,2946.67,2675.22,2541.86,2543.16,2688.09,2943.34,3211.78,3397.51,3650.4,2.3024,4.0245,5.77987,2.83792,20.2689,2.21361,1.18735,24.027,9.80841,7.99304,80914.4
1.47322,0.849867,1,0.0667044,0.07,43059,5949.11,487.153,20977.8,20509.5,20701.3,21474,23278,25063,26633.3,29660.9,31346.9,34207.1,36273.7,39253.8,40815.5,43115,47537.7,51419.2,52888.6,55585.7,57177.3,60794.5,63034.1,65861.8,69953.1,70293,73088,76487.4,78898.7,82056.3,84530,86991.9,88398.7,89351.1,89326.4,89145.9,89984.5,92636.7,94426.9,104548,110286,114453,117210,119196,119112,117172,-1.55076,-1.28225,-1.60417,0.513042,-0.849812,-0.235639,-1.80757,-1.95551,-1.51994,-0.0914222,-0.943879,-2.14346,-3.51618,-0.0202432,-3.29424,0.118904,-0.242858,-0.421429,-0.486737,-0.136911,-0.775031,-0.700344,0.280098,-1.13225,0.282014,0.786425,1.33964,1.36389,0.871435,0.50876,1.81893,-1.54338,1.05714,-0.759248,1.59132,1.01656,2.21413,2.02541,1.76269,0.347173,1.58616,0.919238,2.28422,0.53907,1.63583,2.44525,0.0974672,1.89773,2.02216,1.64214,1.71688,1.28581,1.19472,1.05993,1.73594,1.40795,1.2731,2.05468,2.2604,2.29216,3.32387,0.358919,0.110071,0.145273,-0.279406,-0.464052,-1.48947,8330.09,7999.59,7787.24,7458.3,7346.55,7261.36,7213.8,7335.04,7654.64,8588.27,9792.53,11120,12033,12280.5,13066.8,13424.8,13181,13405.6,13889.8,14881.5,16443.8,18174.2,19397.7,19704.1,20450.4,21300.6,22057.2,23289.4,24692.9,26459.6,28079.5,29273.8,30133.7,30880.9,31270.4,31641.2,30909,30750.7,30855,31170.8,32168.2,34454.9,37419.8,40789.3,0.493574,43059,44419.2,44262.4,42889.7,40859.7,38682.3,36730.1,35180.8,34032.1,33224.8,32725,32487.3,32420.8,32344.3,32086.8,5949.11,6163.71,5994.46,5657.53,5274.58,4907.65,4623.35,4454.69,4334.19,4231.38,4175.9,4154.06,4200.94,4262.77,4227.15,9.40365,7.49409,0.814295,12.9425,1.16528,10.7066,14.7559,3.25107,3.76936,4.15512,115531
1.41883,0.850881,1,0.0872534,0.07,37149.8,6381.91,469.921,21758.5,21048.3,20887.8,21561.4,23675.2,25334.1,26761.5,29732.7,31550.7,33872.6,35783.6,39102.4,40676.4,42693.5,47055.7,51940.3,53820.6,56611.1,58583.2,62726.2,64527,67587.6,71093.3,71796.1,73531.5,77187.9,79079.8,81461.4,84165,86318.6,87005.9,86834.6,86162.5,85650.9,86397.9,88084.3,88563.4,94729.5,97950.2,99883,102020,103128,102287,100289,-0.627316,-1.14582,-1.33134,-1.23619,-1.0694,-0.531724,-1.68408,-1.4709,-1.48644,-1.10764,-0.682475,-1.38612,-2.75789,-0.677283,-3.21403,-0.523718,-0.77695,-0.346015,-0.160782,-0.431759,-0.436713,-0.64206,0.545802,-1.74522,-0.177156,0.391691,0.836643,1.64955,0.312179,0.121516,1.69663,-1.55245,0.123962,-0.0191013,1.70637,0.951898,1.86639,1.90894,1.86755,-0.36728,1.36929,0.628436,2.29899,-0.627951,1.49525,2.14439,0.472052,1.56586,2.04274,1.06851,1.6481,1.22445,0.828116,0.725776,1.05998,1.00253,1.52761,1.82886,1.90491,1.74111,2.78322,0.274767,0.43027,1.2486,-0.254251,-0.482995,-1.61289,8467.34,7992.04,7692.18,7592.98,7517.55,7539.98,7569.51,7718.06,8117.58,9040.07,10192.5,11493.5,12264.8,12457.6,13137.8,13660.5,13606,13991.6,14858.4,15986.4,17461.8,19265.8,20469.3,20999.3,21580.7,22542.5,23368.4,24283.4,25702,27298,28570.5,29550.2,30380.7,30867.1,31237.1,31348.5,30498.1,30094.3,29938.5,29911.9,30647.8,32273.2,34048,36039.1,0.650605,37149.8,37445.8,37103.7,36472.6,36159.3,36833.7,38851.8,41944.4,45081.7,47242.8,48167.1,48197.8,47631.4,46664.6,45518.1,6381.91,6462.02,6287.13,6002.19,5704.17,5564.96,5883.08,6775.3,7751.71,8218.22,8219.88,8112.37,8020.91,7813.08,7514.33,36.9855,52.9042,4.13053,5.07071,1.49445,27.4241,0.179264,5.55517,8.56715,3.10448,104910
1.30243,0.806622,1,0.110117,0.07,33505.7,7323.6,478.972,21088.7,20976.9,21219.9,22532.5,24904.9,26575.1,28136.5,30307.1,32072.9,34093.8,35751.8,39184.1,40173.6,43203.4,47379.5,52108.5,54170.4,56665,58257.9,62663,64368.9,67232.6,70560,71304.8,73335.7,77147.8,78908.3,82140.1,84987.8,87404.2,88131.9,88748.6,87483,86745.7,86927.6,89376.5,89416.7,93065.8,94347.3,94560.6,94159.5,93046.5,90892.5,88214.7,-0.99504,-1.46203,-1.6767,-0.977367,-0.218133,-0.883468,-1.22848,-1.10199,-0.640045,-1.28199,0.432818,-0.659889,-1.32171,-1.17058,-2.74544,-1.55141,-0.283931,-0.785056,-0.437719,0.351112,-1.19152,0.468478,0.912677,-1.83558,0.919577,0.610617,1.01095,1.80824,0.405791,-0.46601,1.59863,0.0517974,0.0806648,0.174845,2.02898,1.10783,2.18914,1.98177,1.80998,0.754104,1.28997,0.973109,2.50871,-0.957443,1.56587,2.39338,0.486065,1.92327,2.23687,1.01444,1.9368,1.56908,0.936102,0.60564,1.4614,0.77975,1.5663,1.95682,2.43758,1.05969,2.52931,0.776826,-0.0597549,0.742119,-1.5481,0.743412,-2.28596,7896.23,7331.6,6990.12,7045.02,7063.82,7172.65,7519.36,7793.11,8417.76,9468.87,10650.2,11889.4,12266,12515.5,12931.3,13449.8,13336.6,13758.2,14534.6,15814.2,17298.4,19067.8,20080.4,20585.2,21081.2,21957.3,22708.9,23863.8,25189.9,26862.9,28255.4,29572.1,30365.7,31026.1,31432.7,31627,31058.5,30667,30165.7,29938.2,30154.5,31128.3,32086.1,33285.4,0.468486,33505.7,32456.2,30867.6,28860,26719.2,24657.1,22847,21434.5,20450.4,19808.3,19426.4,19265.1,19325.4,19658.7,20167.5,7323.6,7098.12,6660.17,6137.05,5607.84,5111.59,4673.65,4356.69,4194.5,4059.2,3913.24,3822.4,3806.13,3953.9,4247.73,1.41939,5.12301,9.70215,1.14135,7.9852,1.85914,3.95833,12.4032,12.8443,1.21974,85252
