
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
65.5649 26.2259 22.9477 0.00849367 0.00573036 45.7903 
CV Recruit
0.694423 
Alternative 1 Alternative  Stock: Model_1_goa_dr_2022.dat
Catch Model_1_goa_dr_2022.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 4.6223 4.9419 2.64385 2.64385 2.64385 2.64385 2.17604e-14 
2023  0 4.6223 4.9419 7.91649 7.91654 7.91656 7.91669 7.30767e-05 
2024  0 4.6223 4.9419 7.2612 7.26151 7.26159 7.26227 0.000380918 
2025  0 4.6223 4.9419 6.61534 6.61671 6.61709 6.62016 0.00168764 
2026  0 4.6223 4.9419 5.98474 5.99029 5.99177 6.0038 0.0067081 
2027  0 4.6223 4.9419 5.39356 5.41387 5.41922 5.46271 0.0241453 
2028  0 4.6223 4.9419 4.86881 4.93319 4.95028 5.08334 0.0754547 
2029  0 4.6223 4.9419 4.35217 4.5987 4.62573 4.96579 0.198284 
2030  0 4.6223 4.9419 3.75875 4.34162 4.36475 5.0731 0.433846 
2031  0 4.6223 4.9419 3.40981 4.1526 4.24181 5.24498 0.612493 
2032  0 4.6223 4.9419 3.18746 4.12382 4.21075 5.40218 0.727302 
2033  0 4.6223 4.9419 3.03182 4.13854 4.22055 5.54746 0.795112 
2034  0 4.6223 4.9419 2.97849 4.20237 4.24851 5.6379 0.835429 
2035  0 4.6223 4.9419 2.9409 4.24086 4.28556 5.73525 0.8625 

Spawning_Biomass Model_1_goa_dr_2022.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 65.5649 26.2259 22.9477 45.051 45.051 45.051 45.051 3.12639e-13 
2023 65.5649 26.2259 22.9477 44.2232 44.2301 44.2326 44.25 0.00969934 
2024 65.5649 26.2259 22.9477 40.8365 40.8623 40.8691 40.9228 0.0306771 
2025 65.5649 26.2259 22.9477 37.3794 37.4493 37.4679 37.6096 0.0805677 
2026 65.5649 26.2259 22.9477 34.0078 34.1784 34.2171 34.5432 0.186747 
2027 65.5649 26.2259 22.9477 30.8652 31.2422 31.3112 31.9978 0.390459 
2028 65.5649 26.2259 22.9477 28.0774 28.7919 28.9326 30.2168 0.733923 
2029 65.5649 26.2259 22.9477 25.758 26.9721 27.1991 29.3903 1.2243 
2030 65.5649 26.2259 22.9477 23.9949 25.7378 26.1229 29.2404 1.78848 
2031 65.5649 26.2259 22.9477 22.8525 25.1533 25.6008 29.7248 2.30001 
2032 65.5649 26.2259 22.9477 22.0627 24.9164 25.433 30.3805 2.70517 
2033 65.5649 26.2259 22.9477 21.518 24.9263 25.4563 31.0612 2.99933 
2034 65.5649 26.2259 22.9477 21.3049 25.0281 25.5701 31.5825 3.21022 
2035 65.5649 26.2259 22.9477 21.2084 25.1446 25.7235 31.966 3.36906 

Fishing_mortalityModel_1_goa_dr_2022.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2022  0 0.0913417 0.112301 0.0291545 0.0291545 0.0291545 0.0291545 7.91034e-16 
2023  0 0.0913417 0.112301 0.0913417 0.0913417 0.0913417 0.0913417 6.80012e-16 
2024  0 0.0913417 0.112301 0.0913417 0.0913417 0.0913417 0.0913417 6.80012e-16 
2025  0 0.0913417 0.112301 0.0913417 0.0913417 0.0913417 0.0913417 6.80012e-16 
2026  0 0.0913417 0.112301 0.0913417 0.0913417 0.0913417 0.0913417 6.80012e-16 
2027  0 0.0913417 0.112301 0.0913417 0.0913417 0.0913417 0.0913417 6.80012e-16 
2028  0 0.0913417 0.112301 0.0913417 0.0913417 0.0913417 0.0913417 6.80012e-16 
2029  0 0.0913417 0.112301 0.0896261 0.0913417 0.0911053 0.0913417 0.000594729 
2030  0 0.0913417 0.112301 0.0831622 0.0895521 0.0886428 0.0913417 0.00296535 
2031  0 0.0913417 0.112301 0.0789738 0.0874092 0.0866953 0.0913417 0.0044929 
2032  0 0.0913417 0.112301 0.0760784 0.0865407 0.0857171 0.0913417 0.00544455 
2033  0 0.0913417 0.112301 0.0740815 0.086577 0.085358 0.0913417 0.00600517 
2034  0 0.0913417 0.112301 0.0733003 0.0869501 0.0853603 0.0913417 0.00633156 
2035  0 0.0913417 0.112301 0.0729464 0.0873774 0.0855164 0.0913417 0.00647388 

Total_BiomassModel_1_goa_dr_2022.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2022 325.115 82.6508 75.8535 109.82 109.82 109.82 109.82 1.81899e-12 
2023 325.115 82.6508 75.8535 105.898 106.825 107.16 109.496 1.30167 
2024 325.115 82.6508 75.8535 96.8845 99.0921 99.6261 103.668 2.42783 
2025 325.115 82.6508 75.8535 89.0698 92.7173 93.5286 100.365 3.70332 
2026 325.115 82.6508 75.8535 82.717 87.9 88.7792 97.5584 4.99233 
2027 325.115 82.6508 75.8535 77.162 84.1906 85.2746 96.4988 6.27427 
2028 325.115 82.6508 75.8535 73.0269 81.6476 82.918 96.2511 7.50779 
2029 325.115 82.6508 75.8535 69.6065 80.4343 81.535 97.3984 8.67273 
2030 325.115 82.6508 75.8535 67.4761 79.5915 80.8415 98.7937 9.62201 
2031 325.115 82.6508 75.8535 66.6172 79.405 80.7292 99.2659 10.365 
2032 325.115 82.6508 75.8535 65.8565 79.5015 80.8579 100.211 10.957 
2033 325.115 82.6508 75.8535 65.8911 79.7441 81.143 100.6 11.3105 
2034 325.115 82.6508 75.8535 65.9238 79.9659 81.4049 100.673 11.5652 
2035 325.115 82.6508 75.8535 65.6494 80.1917 81.6804 100.638 11.7392 
Alternative 2 Alternative  Stock: Model_1_goa_dr_2022.dat
Catch Model_1_goa_dr_2022.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 4.6223 4.9419 2.64385 2.64385 2.64385 2.64385 2.17604e-14 
2023  0 4.6223 4.9419 7.91649 7.91654 7.91656 7.91669 7.30767e-05 
